customer_id,company_name,industry,company_size,maintenance_model,equipment_criticality,annual_revenue_estimated,maintenance_budget_annual,downtime_cost_per_hour,preferred_supplier,relationship_start_date,active,last_updated
C02011,Empresa Industrial 2011,Energia,Média,Interna,Alta,4811206021.73,1293654.52,22598.77,False,2004-11-11,True,2026-01-03 20:28:51.565362
C02012,Empresa Industrial 2012,Automotiva,Grande,Interna,Média,933576141.53,1943253.99,35986.77,True,2012-04-23,False,2026-01-03 20:28:51.565384
C02013,Empresa Industrial 2013,Química,Grande,Interna,Alta,2871769353.19,3412641.12,34559.23,True,2007-08-20,True,2026-01-03 20:28:51.565406
C02014,Empresa Industrial 2014,Cimento,Grande,Interna,Média,193497873.4,3612500.47,25513.86,False,2009-04-29,True,2026-01-03 20:28:51.565429
C02015,Empresa Industrial 2015,Mineração,Pequena,Interna,Alta,4489739508.7,3292133.55,19087.03,False,2016-02-25,True,2026-01-03 20:28:51.565451
C02016,Empresa Industrial 2016,Energia,Média,Interna,Alta,1425601137.45,2063034.31,33682.17,True,2010-01-25,True,2026-01-03 20:28:51.565473
C02017,Empresa Industrial 2017,Energia,Média,Terceirizada,Média,4775086373.44,1567994.37,18570.39,True,2022-02-04,True,2026-01-03 20:28:51.565495
C02018,Empresa Industrial 2018,Siderurgia,Grande,Mista,Baixa,53427877.05,4837523.71,30506.14,False,2013-07-12,True,2026-01-03 20:28:51.565543
C02019,Empresa Industrial 2019,Siderurgia,Pequena,Terceirizada,Alta,4953183998.68,3785468.36,27823.23,False,2005-01-20,True,2026-01-03 20:28:51.565572
C02020,Empresa Industrial 2020,Cimento,Pequena,Mista,Baixa,1508765268.63,1951254.45,33509.4,True,2003-04-16,False,2026-01-03 20:28:51.565599
C02021,Empresa Industrial 2021,Siderurgia,Pequena,Terceirizada,Média,31088921.41,4810811.95,5920.22,False,2000-11-25,True,2026-01-03 20:28:51.565626
C02022,Empresa Industrial 2022,Cimento,Média,Mista,Média,4124591123.18,3328903.31,11140.23,False,2016-07-21,True,2026-01-03 20:28:51.565657
C02023,Empresa Industrial 2023,Automotiva,Média,Mista,Baixa,386905662.51,3667840.43,32851.87,True,2013-07-06,True,2026-01-03 20:28:51.565688
C02024,Empresa Industrial 2024,Siderurgia,Grande,Mista,Média,1813256796.73,4950335.89,39818.37,True,2016-05-02,True,2026-01-03 20:28:51.565719
C02025,Empresa Industrial 2025,Mineração,Média,Mista,Média,3805244182.2,1151404.68,2579.91,False,2007-05-27,True,2026-01-03 20:28:51.565748
C02026,Empresa Industrial 2026,Mineração,Média,Terceirizada,Média,2533844706.32,1044689.59,16838.29,False,2006-05-11,False,2026-01-03 20:28:51.565781
C02027,Empresa Industrial 2027,Alimentos,Grande,Interna,Média,1662015423.21,3614719.73,44574.42,False,2016-07-23,True,2026-01-03 20:28:51.565817
C02028,Empresa Industrial 2028,Siderurgia,Grande,Terceirizada,Alta,3031708343.84,2171719.82,36547.77,True,2008-08-25,True,2026-01-03 20:28:51.565849
C02029,Empresa Industrial 2029,Mineração,Pequena,Terceirizada,Alta,2300840034.89,1460481.14,1315.88,True,2009-11-25,True,2026-01-03 20:28:51.565884
C02030,Empresa Industrial 2030,Química,Pequena,Interna,Alta,3600718992.49,748235.69,24770.99,False,2005-08-12,True,2026-01-03 20:28:51.565914
C02031,Empresa Industrial 2031,Alimentos,Grande,Terceirizada,Baixa,3196364979.1,4981421.18,14064.52,True,2003-02-09,True,2026-01-03 20:28:51.565943
C02032,Empresa Industrial 2032,Energia,Média,Terceirizada,Baixa,4695561520.36,2513864.42,33185.74,True,2022-01-16,False,2026-01-03 20:28:51.565978
C02033,Empresa Industrial 2033,Mineração,Pequena,Interna,Média,4997395539.3,2033392.4,47555.45,True,2023-07-24,False,2026-01-03 20:28:51.566008
C02034,Empresa Industrial 2034,Papel e Celulose,Pequena,Mista,Média,3573878408.04,1534235.75,46003.16,False,2011-11-27,False,2026-01-03 20:28:51.566052
C02035,Empresa Industrial 2035,Siderurgia,Média,Terceirizada,Média,477902127.11,336496.27,6080.38,False,2008-04-25,True,2026-01-03 20:28:51.566081
C02036,Empresa Industrial 2036,Siderurgia,Média,Mista,Média,1566462577.48,1478684.55,30641.61,True,2011-09-15,True,2026-01-03 20:28:51.566118
C02037,Empresa Industrial 2037,Siderurgia,Média,Terceirizada,Alta,1204673317.91,1411105.91,40435.57,False,2007-02-10,True,2026-01-03 20:28:51.566174
C02038,Empresa Industrial 2038,Mineração,Grande,Terceirizada,Alta,1921195729.02,450702.18,44683.77,True,2012-08-16,False,2026-01-03 20:28:51.566213
C02039,Empresa Industrial 2039,Energia,Pequena,Interna,Alta,1294547219.72,3490816.7,20425.57,True,2000-08-24,False,2026-01-03 20:28:51.566239
C02040,Empresa Industrial 2040,Mineração,Média,Interna,Média,641445892.68,348457.37,20535.14,False,2004-11-16,True,2026-01-03 20:28:51.566264
C02041,Empresa Industrial 2041,Papel e Celulose,Média,Mista,Média,2203991665.08,4785342.14,38648.42,True,2015-11-18,True,2026-01-03 20:28:51.566288
C02042,Empresa Industrial 2042,Energia,Pequena,Interna,Baixa,872127856.61,4761868.14,21337.86,True,2022-08-05,True,2026-01-03 20:28:51.566311
C02043,Empresa Industrial 2043,Siderurgia,Pequena,Mista,Baixa,4133877945.33,700926.2,1629.78,False,2013-10-13,True,2026-01-03 20:28:51.566350
C02044,Empresa Industrial 2044,Cimento,Média,Mista,Alta,1918831485.43,3592695.71,27160.79,True,2002-11-02,True,2026-01-03 20:28:51.566372
C02045,Empresa Industrial 2045,Mineração,Pequena,Mista,Média,2887946888.26,3918616.91,28949.62,False,2020-01-17,True,2026-01-03 20:28:51.566394
C02046,Empresa Industrial 2046,Alimentos,Pequena,Interna,Média,4799746078.23,3363619.43,40272.84,False,2010-06-12,False,2026-01-03 20:28:51.566490
C02047,Empresa Industrial 2047,Mineração,Média,Interna,Alta,1939984725.37,3543254.27,39831.38,False,2001-12-27,True,2026-01-03 20:28:51.566516
C02048,Empresa Industrial 2048,Energia,Grande,Mista,Alta,973878044.22,3588094.36,37559.08,False,2019-08-12,True,2026-01-03 20:28:51.566580
C02049,Empresa Industrial 2049,Mineração,Média,Interna,Média,1415197621.15,1643315.74,12921.29,False,2023-07-20,True,2026-01-03 20:28:51.566611
C02050,Empresa Industrial 2050,Cimento,Média,Terceirizada,Baixa,1830365373.03,4604890.44,15384.75,False,2001-01-21,True,2026-01-03 20:28:51.566645
C02051,Empresa Industrial 2051,Automotiva,Grande,Interna,Alta,4320280344.25,3589660.07,1107.79,False,2010-02-11,False,2026-01-03 20:28:51.566684
C02052,Empresa Industrial 2052,Cimento,Média,Terceirizada,Média,87627079.98,3162800.19,45252.44,False,2001-02-05,True,2026-01-03 20:28:51.566709
C02053,Empresa Industrial 2053,Cimento,Grande,Terceirizada,Média,3682170338.11,1377960.94,37670.5,True,2015-11-14,False,2026-01-03 20:28:51.566752
C02054,Empresa Industrial 2054,Energia,Pequena,Interna,Alta,336407638.15,3047355.8,49687.04,False,2013-01-30,True,2026-01-03 20:28:51.566779
C02055,Empresa Industrial 2055,Energia,Grande,Terceirizada,Baixa,3509307548.46,4090530.73,7742.15,True,2001-10-20,True,2026-01-03 20:28:51.566807
C02056,Empresa Industrial 2056,Automotiva,Média,Interna,Média,4289093669.76,83518.78,10092.98,False,2016-05-05,False,2026-01-03 20:28:51.566865
C02057,Empresa Industrial 2057,Papel e Celulose,Pequena,Terceirizada,Média,2871583925.92,119974.68,8021.23,False,2023-08-11,True,2026-01-03 20:28:51.566892
C02058,Empresa Industrial 2058,Mineração,Pequena,Interna,Baixa,1097396868.76,1224414.62,38351.15,True,2023-06-16,True,2026-01-03 20:28:51.566985
C02059,Empresa Industrial 2059,Automotiva,Média,Mista,Baixa,1400345419.09,3735707.94,14855.91,False,2005-02-25,True,2026-01-03 20:28:51.567023
C02060,Empresa Industrial 2060,Energia,Grande,Terceirizada,Alta,3172617886.65,529239.17,40175.03,True,2019-02-16,True,2026-01-03 20:28:51.567050
C02061,Empresa Industrial 2061,Automotiva,Grande,Terceirizada,Média,1305420509.27,351388.71,20809.64,True,2001-11-17,True,2026-01-03 20:28:51.567091
C02062,Empresa Industrial 2062,Siderurgia,Média,Terceirizada,Alta,3668571549.23,1501643.9,15035.48,False,2003-01-27,True,2026-01-03 20:28:51.567124
C02063,Empresa Industrial 2063,Energia,Média,Terceirizada,Baixa,2228854567.79,4896052.29,31038.03,False,2022-06-20,True,2026-01-03 20:28:51.567167
C02064,Empresa Industrial 2064,Energia,Pequena,Mista,Média,4280822263.58,2491044.58,24634.64,True,2022-04-20,True,2026-01-03 20:28:51.567192
C02065,Empresa Industrial 2065,Automotiva,Pequena,Mista,Média,1492311829.07,132115.07,28990.91,False,2016-11-15,True,2026-01-03 20:28:51.567214
C02066,Empresa Industrial 2066,Química,Pequena,Mista,Baixa,4781520639.53,4502408.09,36473.21,False,2017-11-16,True,2026-01-03 20:28:51.567238
C02067,Empresa Industrial 2067,Automotiva,Média,Terceirizada,Alta,2511660845.77,3325457.39,48496.92,True,2016-06-26,True,2026-01-03 20:28:51.567267
C02068,Empresa Industrial 2068,Química,Pequena,Interna,Média,4152672642.09,1619500.09,25458.3,False,2023-09-28,True,2026-01-03 20:28:51.567292
C02069,Empresa Industrial 2069,Papel e Celulose,Pequena,Mista,Média,3038943554.29,1007144.8,26302.87,True,2018-05-26,False,2026-01-03 20:28:51.567321
C02070,Empresa Industrial 2070,Energia,Média,Mista,Alta,733085501.65,1364095.45,28875.36,False,2020-08-28,False,2026-01-03 20:28:51.567357
C02071,Empresa Industrial 2071,Automotiva,Média,Interna,Baixa,2992199834.34,2025948.4,14469.71,True,2013-08-01,False,2026-01-03 20:28:51.567382
C02072,Empresa Industrial 2072,Automotiva,Grande,Interna,Média,554251773.57,4552348.03,14610.15,False,2022-02-28,True,2026-01-03 20:28:51.567407
C02073,Empresa Industrial 2073,Química,Média,Terceirizada,Alta,461930866.42,2752363.34,11421.32,False,2023-06-27,False,2026-01-03 20:28:51.567434
C02074,Empresa Industrial 2074,Química,Média,Terceirizada,Baixa,3597938412.9,2806287.63,1128.62,True,2017-11-24,True,2026-01-03 20:28:51.567457
C02075,Empresa Industrial 2075,Siderurgia,Pequena,Mista,Baixa,3209572390.32,2697435.08,38270.28,False,2010-12-28,True,2026-01-03 20:28:51.567481
C02076,Empresa Industrial 2076,Cimento,Grande,Interna,Baixa,3639312847.63,536830.81,46132.09,False,2018-11-21,True,2026-01-03 20:28:51.567507
C02077,Empresa Industrial 2077,Cimento,Média,Mista,Média,1529790365.44,629747.45,22928.07,False,2001-06-07,False,2026-01-03 20:28:51.567532
C02078,Empresa Industrial 2078,Mineração,Média,Interna,Baixa,4489225829.9,2682112.76,8384.05,True,2015-03-05,False,2026-01-03 20:28:51.567554
C02079,Empresa Industrial 2079,Automotiva,Média,Terceirizada,Alta,2383887161.16,3952465.07,17727.12,False,2017-03-31,False,2026-01-03 20:28:51.567577
C02080,Empresa Industrial 2080,Siderurgia,Pequena,Mista,Alta,3011294836.99,832018.81,12049.81,True,2011-09-01,True,2026-01-03 20:28:51.568372
C02081,Empresa Industrial 2081,Papel e Celulose,Pequena,Mista,Média,593746107.46,1956069.86,32565.05,False,2009-12-12,True,2026-01-03 20:28:51.568424
C02082,Empresa Industrial 2082,Química,Média,Mista,Média,3844324899.62,4469621.51,12050.83,True,2004-09-25,True,2026-01-03 20:28:51.568443
C02083,Empresa Industrial 2083,Mineração,Pequena,Terceirizada,Média,1270001476.36,2267766.56,31662.03,False,2001-10-01,True,2026-01-03 20:28:51.568461
C02084,Empresa Industrial 2084,Alimentos,Grande,Terceirizada,Alta,4940770956.96,595379.58,44333.62,True,2000-11-13,True,2026-01-03 20:28:51.568479
C02085,Empresa Industrial 2085,Energia,Pequena,Terceirizada,Média,103532081.99,3460370.26,44366.28,False,2011-07-08,True,2026-01-03 20:28:51.568496
C02086,Empresa Industrial 2086,Química,Pequena,Terceirizada,Alta,4652087955.0,4430189.71,30101.42,False,2016-03-25,True,2026-01-03 20:28:51.568514
C02087,Empresa Industrial 2087,Automotiva,Pequena,Terceirizada,Média,3667287287.95,2477865.9,45987.36,True,2019-05-30,True,2026-01-03 20:28:51.568532
C02088,Empresa Industrial 2088,Mineração,Grande,Mista,Baixa,3839458978.84,2728885.71,27584.93,False,2008-11-02,True,2026-01-03 20:28:51.568549
C02089,Empresa Industrial 2089,Alimentos,Pequena,Terceirizada,Alta,1356801172.68,711299.67,6268.9,True,2024-01-08,True,2026-01-03 20:28:51.568566
C02090,Empresa Industrial 2090,Automotiva,Grande,Terceirizada,Alta,298872680.42,1464576.51,41866.45,False,2006-10-14,True,2026-01-03 20:28:51.568584
C02091,Empresa Industrial 2091,Automotiva,Pequena,Terceirizada,Alta,1086188994.65,4132699.64,9865.13,True,2016-04-28,True,2026-01-03 20:28:51.568602
C02092,Empresa Industrial 2092,Siderurgia,Pequena,Terceirizada,Alta,720788490.53,1429671.91,47236.4,True,2001-07-24,False,2026-01-03 20:28:51.568620
C02093,Empresa Industrial 2093,Alimentos,Pequena,Mista,Baixa,1474713061.18,4577601.28,29090.06,False,2008-12-28,False,2026-01-03 20:28:51.568639
C02094,Empresa Industrial 2094,Mineração,Grande,Interna,Alta,3760731689.86,1337214.74,33840.27,False,2006-06-08,True,2026-01-03 20:28:51.568656
C02095,Empresa Industrial 2095,Siderurgia,Pequena,Terceirizada,Média,573155668.17,4949799.99,36146.9,False,2008-05-10,True,2026-01-03 20:28:51.568673
C02096,Empresa Industrial 2096,Papel e Celulose,Média,Terceirizada,Baixa,1345138081.31,3539636.11,10732.94,True,2016-04-18,False,2026-01-03 20:28:51.568703
C02097,Empresa Industrial 2097,Mineração,Grande,Interna,Alta,3399894785.37,3910018.95,26850.53,False,2014-10-10,True,2026-01-03 20:28:51.568741
C02098,Empresa Industrial 2098,Siderurgia,Pequena,Interna,Média,3050795441.63,2594852.31,19103.78,True,2004-05-11,True,2026-01-03 20:28:51.568758
C02099,Empresa Industrial 2099,Siderurgia,Grande,Mista,Baixa,341966758.43,1908642.76,25863.25,False,2022-10-05,True,2026-01-03 20:28:51.568777
C02100,Empresa Industrial 2100,Automotiva,Grande,Interna,Média,1756859894.42,1981547.35,26636.37,True,2003-02-13,True,2026-01-03 20:28:51.568795
C02101,Empresa Industrial 2101,Papel e Celulose,Grande,Interna,Baixa,2217230745.78,1050203.97,42805.18,False,2012-01-06,True,2026-01-03 20:28:51.568811
C02102,Empresa Industrial 2102,Automotiva,Média,Terceirizada,Média,970009288.89,1435697.48,16340.06,True,2020-08-28,True,2026-01-03 20:28:51.568829
C02103,Empresa Industrial 2103,Siderurgia,Média,Mista,Alta,3590544501.96,4736357.36,35405.96,True,2002-08-08,True,2026-01-03 20:28:51.568846
C02104,Empresa Industrial 2104,Química,Pequena,Interna,Alta,2033050548.74,4178395.9,20177.88,False,2023-03-19,True,2026-01-03 20:28:51.568862
C02105,Empresa Industrial 2105,Papel e Celulose,Média,Terceirizada,Média,2402653730.13,1144522.51,20142.15,False,2020-11-29,True,2026-01-03 20:28:51.568879
C02106,Empresa Industrial 2106,Mineração,Grande,Mista,Alta,1503338702.64,3885849.35,13764.33,False,2006-01-20,True,2026-01-03 20:28:51.568897
C02107,Empresa Industrial 2107,Cimento,Grande,Mista,Baixa,4842411944.65,3277654.97,39560.08,True,2002-10-23,True,2026-01-03 20:28:51.568918
C02108,Empresa Industrial 2108,Energia,Média,Mista,Alta,892481765.57,2989505.84,41431.81,True,2011-10-09,True,2026-01-03 20:28:51.568935
C02109,Empresa Industrial 2109,Química,Média,Interna,Baixa,2698092902.39,2867776.64,26343.39,True,2017-06-11,True,2026-01-03 20:28:51.568953
C02110,Empresa Industrial 2110,Alimentos,Grande,Interna,Alta,2614329933.18,1854359.56,16320.3,False,2015-09-25,True,2026-01-03 20:28:51.568971
C02111,Empresa Industrial 2111,Energia,Pequena,Terceirizada,Média,4442388757.64,3144257.19,30301.12,False,2003-11-10,False,2026-01-03 20:28:51.568988
C02112,Empresa Industrial 2112,Cimento,Média,Interna,Alta,4102526404.98,2920505.25,35346.55,False,2007-07-23,False,2026-01-03 20:28:51.569005
C02113,Empresa Industrial 2113,Química,Média,Mista,Baixa,762239915.76,1535454.02,19133.58,False,2006-11-08,True,2026-01-03 20:28:51.569053
C02114,Empresa Industrial 2114,Cimento,Grande,Mista,Baixa,2671447262.85,1859433.95,29297.5,False,2010-11-11,True,2026-01-03 20:28:51.569074
C02115,Empresa Industrial 2115,Cimento,Grande,Terceirizada,Média,1919908975.49,4813333.53,6224.42,True,2002-01-03,True,2026-01-03 20:28:51.569093
C02116,Empresa Industrial 2116,Automotiva,Pequena,Terceirizada,Baixa,2767076878.25,3779721.62,47578.79,True,2011-01-19,True,2026-01-03 20:28:51.569113
C02117,Empresa Industrial 2117,Automotiva,Média,Interna,Alta,1758393607.36,4703057.55,40446.67,False,2000-05-16,True,2026-01-03 20:28:51.569134
C02118,Empresa Industrial 2118,Automotiva,Grande,Interna,Baixa,158397574.38,4752521.12,39196.08,False,2009-10-31,True,2026-01-03 20:28:51.569154
C02119,Empresa Industrial 2119,Cimento,Grande,Terceirizada,Média,4887522125.1,2252589.17,7367.2,False,2011-09-15,True,2026-01-03 20:28:51.569175
C02120,Empresa Industrial 2120,Mineração,Grande,Interna,Alta,4362503854.86,182272.24,32417.89,True,2012-02-02,True,2026-01-03 20:28:51.569194
C02121,Empresa Industrial 2121,Siderurgia,Média,Interna,Alta,4965151329.57,1823860.85,6805.05,False,2022-10-28,False,2026-01-03 20:28:51.569213
C02122,Empresa Industrial 2122,Automotiva,Média,Terceirizada,Baixa,4799771817.0,754348.84,40957.44,True,2001-11-10,False,2026-01-03 20:28:51.569233
C02123,Empresa Industrial 2123,Automotiva,Pequena,Terceirizada,Baixa,1388348201.46,4479822.27,19094.19,False,2019-06-28,True,2026-01-03 20:28:51.569253
C02124,Empresa Industrial 2124,Cimento,Média,Mista,Média,3807137957.98,3841509.36,41398.46,False,2023-03-05,False,2026-01-03 20:28:51.569273
C02125,Empresa Industrial 2125,Papel e Celulose,Média,Terceirizada,Média,2470930155.27,3698011.4,30071.17,False,2024-03-23,True,2026-01-03 20:28:51.569292
C02126,Empresa Industrial 2126,Mineração,Média,Interna,Baixa,3977821028.97,3364264.85,46581.11,False,2020-02-25,True,2026-01-03 20:28:51.569312
C02127,Empresa Industrial 2127,Energia,Grande,Interna,Média,292181307.29,3530202.92,48196.11,True,2008-11-08,True,2026-01-03 20:28:51.569333
C02128,Empresa Industrial 2128,Energia,Média,Mista,Média,1427039437.78,2167028.04,39198.71,False,2003-07-22,True,2026-01-03 20:28:51.569384
C02129,Empresa Industrial 2129,Energia,Pequena,Terceirizada,Média,3644371564.61,2003481.24,42826.39,False,2005-03-29,True,2026-01-03 20:28:51.569403
C02130,Empresa Industrial 2130,Mineração,Média,Terceirizada,Alta,2095126367.12,4374420.19,44326.9,False,2016-04-05,True,2026-01-03 20:28:51.569421
C02131,Empresa Industrial 2131,Papel e Celulose,Grande,Interna,Média,1429753066.18,4433486.73,22306.29,True,2009-09-16,False,2026-01-03 20:28:51.569442
C02132,Empresa Industrial 2132,Energia,Média,Mista,Média,2805329927.51,2000510.19,27355.18,False,2015-06-10,True,2026-01-03 20:28:51.569462
C02133,Empresa Industrial 2133,Alimentos,Grande,Mista,Alta,4392484141.8,2662228.79,4996.35,False,2002-12-12,True,2026-01-03 20:28:51.569482
C02134,Empresa Industrial 2134,Papel e Celulose,Pequena,Terceirizada,Baixa,4256418640.45,1761165.63,40871.44,False,2008-08-20,True,2026-01-03 20:28:51.569501
C02135,Empresa Industrial 2135,Cimento,Pequena,Terceirizada,Baixa,4056184745.96,3760252.69,16101.3,False,2024-02-08,True,2026-01-03 20:28:51.569520
C02136,Empresa Industrial 2136,Química,Grande,Mista,Alta,461144783.68,1655764.38,9731.9,True,2019-04-03,True,2026-01-03 20:28:51.569539
C02137,Empresa Industrial 2137,Siderurgia,Pequena,Terceirizada,Média,3235366339.46,1627301.04,14474.59,False,2001-03-25,True,2026-01-03 20:28:51.569558
C02138,Empresa Industrial 2138,Alimentos,Pequena,Mista,Alta,4550138729.22,3268884.67,41292.44,False,2011-03-24,True,2026-01-03 20:28:51.569576
C02139,Empresa Industrial 2139,Papel e Celulose,Pequena,Interna,Baixa,4385730073.47,282402.38,3990.34,True,2009-11-03,True,2026-01-03 20:28:51.569594
C02140,Empresa Industrial 2140,Papel e Celulose,Grande,Interna,Alta,1549951783.24,3438096.17,42409.02,False,2005-10-01,True,2026-01-03 20:28:51.569614
C02141,Empresa Industrial 2141,Alimentos,Média,Interna,Baixa,363560226.9,4967887.75,11107.5,False,2024-04-24,False,2026-01-03 20:28:51.569634
C02142,Empresa Industrial 2142,Cimento,Pequena,Terceirizada,Baixa,3072895500.28,1547771.86,31409.51,True,2016-05-02,True,2026-01-03 20:28:51.569685
C02143,Empresa Industrial 2143,Automotiva,Grande,Terceirizada,Alta,1540754628.99,363430.66,3920.35,True,2015-01-09,True,2026-01-03 20:28:51.569709
C02144,Empresa Industrial 2144,Cimento,Pequena,Terceirizada,Média,890393570.86,845236.99,10118.7,True,2016-11-02,True,2026-01-03 20:28:51.569758
C02145,Empresa Industrial 2145,Energia,Grande,Mista,Média,3070156876.75,3757259.43,10879.35,True,2016-10-31,False,2026-01-03 20:28:51.569802
C02146,Empresa Industrial 2146,Cimento,Média,Interna,Média,183093191.95,4327298.44,20488.38,True,2016-10-30,False,2026-01-03 20:28:51.569823
C02147,Empresa Industrial 2147,Alimentos,Grande,Interna,Baixa,2695176067.03,4109392.31,17299.06,True,2006-09-16,True,2026-01-03 20:28:51.569845
C02148,Empresa Industrial 2148,Papel e Celulose,Média,Interna,Média,1240811906.36,214441.2,9536.23,True,2014-11-16,True,2026-01-03 20:28:51.569869
C02149,Empresa Industrial 2149,Automotiva,Pequena,Mista,Média,1591886335.49,3199879.8,1208.21,False,2008-12-09,True,2026-01-03 20:28:51.569893
C02150,Empresa Industrial 2150,Siderurgia,Grande,Terceirizada,Baixa,621641280.29,1339256.03,23724.9,False,2024-02-24,True,2026-01-03 20:28:51.569946
C02151,Empresa Industrial 2151,Cimento,Média,Interna,Alta,2865047234.78,4787897.97,3750.42,True,2010-08-06,False,2026-01-03 20:28:51.569965
C02152,Empresa Industrial 2152,Automotiva,Grande,Mista,Média,2329279404.46,3343517.49,44611.12,True,2004-03-09,True,2026-01-03 20:28:51.569985
C02153,Empresa Industrial 2153,Siderurgia,Pequena,Terceirizada,Média,4129657324.19,3051147.79,43616.17,False,2023-12-28,False,2026-01-03 20:28:51.570005
C02154,Empresa Industrial 2154,Automotiva,Média,Mista,Baixa,1155384715.51,4611120.96,26586.19,True,2017-04-11,True,2026-01-03 20:28:51.570025
C02155,Empresa Industrial 2155,Siderurgia,Média,Interna,Alta,3475214443.49,466631.21,6502.84,False,2021-09-26,True,2026-01-03 20:28:51.570045
C02156,Empresa Industrial 2156,Automotiva,Pequena,Terceirizada,Média,2557247075.93,3802256.77,4192.34,True,2012-05-03,False,2026-01-03 20:28:51.570066
C02157,Empresa Industrial 2157,Automotiva,Média,Terceirizada,Baixa,3889212288.27,4469722.87,4342.39,False,2017-06-18,False,2026-01-03 20:28:51.570084
C02158,Empresa Industrial 2158,Siderurgia,Média,Interna,Baixa,4150424148.31,1535997.42,42045.88,True,2012-09-13,False,2026-01-03 20:28:51.570106
C02159,Empresa Industrial 2159,Mineração,Pequena,Terceirizada,Alta,3572473959.56,4256340.0,44691.75,True,2000-01-23,True,2026-01-03 20:28:51.570127
C02160,Empresa Industrial 2160,Siderurgia,Grande,Terceirizada,Alta,1273016228.16,3715864.43,19518.75,False,2015-07-08,False,2026-01-03 20:28:51.570147
C02161,Empresa Industrial 2161,Energia,Pequena,Interna,Média,4331185712.62,705362.22,19338.33,True,2017-02-25,True,2026-01-03 20:28:51.570168
C02162,Empresa Industrial 2162,Siderurgia,Média,Interna,Alta,796450048.92,2473766.11,27890.41,True,2014-09-25,True,2026-01-03 20:28:51.570211
C02163,Empresa Industrial 2163,Energia,Média,Mista,Baixa,472522766.85,994479.07,11425.77,False,2009-01-01,True,2026-01-03 20:28:51.570264
C02164,Empresa Industrial 2164,Cimento,Média,Mista,Média,1086118400.85,797106.99,19003.44,True,2015-12-17,False,2026-01-03 20:28:51.570288
C02165,Empresa Industrial 2165,Automotiva,Média,Terceirizada,Média,4960970357.67,2818425.04,35059.61,False,2017-04-28,True,2026-01-03 20:28:51.570313
C02166,Empresa Industrial 2166,Papel e Celulose,Pequena,Mista,Baixa,3513339505.33,2708589.57,16741.0,True,2023-01-26,True,2026-01-03 20:28:51.570343
C02167,Empresa Industrial 2167,Papel e Celulose,Grande,Terceirizada,Alta,2748841094.6,1284623.94,46898.05,True,2014-02-10,False,2026-01-03 20:28:51.570369
C02168,Empresa Industrial 2168,Cimento,Média,Terceirizada,Alta,2345054996.92,1514730.24,39617.62,True,2024-01-05,True,2026-01-03 20:28:51.570392
C02169,Empresa Industrial 2169,Energia,Grande,Mista,Baixa,1303326585.86,1516070.3,6729.14,True,2013-11-22,True,2026-01-03 20:28:51.570420
C02170,Empresa Industrial 2170,Papel e Celulose,Média,Terceirizada,Baixa,429007692.55,2957272.0,11289.99,False,2022-12-16,True,2026-01-03 20:28:51.570442
C02171,Empresa Industrial 2171,Automotiva,Pequena,Mista,Baixa,2052613795.7,778617.75,1618.72,False,2022-12-07,True,2026-01-03 20:28:51.570464
C02172,Empresa Industrial 2172,Papel e Celulose,Média,Interna,Baixa,1847123570.58,3823899.18,47593.06,False,2014-11-30,True,2026-01-03 20:28:51.570488
C02173,Empresa Industrial 2173,Papel e Celulose,Média,Interna,Média,4391312732.17,2879419.97,47343.09,False,2009-02-19,True,2026-01-03 20:28:51.570513
C02174,Empresa Industrial 2174,Química,Média,Terceirizada,Alta,391449577.32,175256.14,46275.54,False,2020-07-24,False,2026-01-03 20:28:51.570534
C02175,Empresa Industrial 2175,Alimentos,Grande,Mista,Média,2070390925.34,4708769.3,31635.45,False,2002-01-22,True,2026-01-03 20:28:51.570556
C02176,Empresa Industrial 2176,Alimentos,Média,Terceirizada,Média,2183638096.08,760016.88,12030.97,True,2023-05-17,True,2026-01-03 20:28:51.570580
C02177,Empresa Industrial 2177,Cimento,Média,Mista,Média,497483099.23,732409.99,39973.29,False,2011-12-14,False,2026-01-03 20:28:51.570605
C02178,Empresa Industrial 2178,Mineração,Média,Interna,Alta,4733570195.2,2046700.9,32183.42,True,2023-03-30,True,2026-01-03 20:28:51.570630
C02179,Empresa Industrial 2179,Alimentos,Grande,Mista,Baixa,4687652643.43,186178.91,26384.48,True,2021-07-01,True,2026-01-03 20:28:51.570656
C02180,Empresa Industrial 2180,Siderurgia,Média,Interna,Média,1638048506.58,4688914.56,12509.11,True,2012-12-01,False,2026-01-03 20:28:51.570682
C02181,Empresa Industrial 2181,Alimentos,Grande,Terceirizada,Baixa,2507759491.06,4691933.64,21366.09,False,2023-04-26,True,2026-01-03 20:28:51.570720
C02182,Empresa Industrial 2182,Energia,Pequena,Terceirizada,Média,1283779994.83,2151383.66,32967.07,True,2009-12-02,True,2026-01-03 20:28:51.570756
C02183,Empresa Industrial 2183,Mineração,Média,Terceirizada,Média,3665977552.87,2200724.85,32111.93,True,2011-01-14,True,2026-01-03 20:28:51.570798
C02184,Empresa Industrial 2184,Siderurgia,Grande,Mista,Baixa,752387817.86,861243.48,19180.83,True,2006-03-28,True,2026-01-03 20:28:51.570836
C02185,Empresa Industrial 2185,Siderurgia,Pequena,Interna,Baixa,453287471.27,1804875.4,11381.17,False,2014-09-01,True,2026-01-03 20:28:51.570874
